,V1,V2,source
39954_C0679,-0.001187904,-0.00197958,chicken
40088_P0001,0.001579108,-0.00101254,pig
40089_P0004,4.83E-06,-0.000695299,pig
40090_P0005,0.001557659,-0.000521323,pig
40093_P0009,-0.003672475,-0.004664576,pig
40094_P0010,-0.001988555,-0.000831714,pig
40095_P0011,-0.003212084,-0.004629528,pig
40096_P0013,-0.001467829,-0.000796675,pig
40097_P0014,6.38E-05,-0.001164547,pig
40098_P0015,-0.0004392,-0.001888904,pig
40099_P0017,0.001659426,-0.001121832,pig
40104_P0029,0.001583864,-0.002027461,pig
40105_P0030,0.001650356,-0.003044732,pig
40106_P0032,0.000832661,-0.00453035,pig
40108_P0035,-0.001953793,-0.000814737,pig
40109_P0037,-0.001148282,-0.001264766,pig
40110_P0040,-0.001038323,-0.001167499,pig
40111_P0042,0.002996247,-0.003705883,pig
40112_P0043,1.05E-05,-0.000819652,pig
40113_P0044,0.000652748,-0.00105207,pig
40114_P0045,0.001357395,-0.001961185,pig
40117_P0052,-0.000521367,-0.003218132,pig
40122_P0068,-0.002070785,-0.004022794,pig
40125_P0072,-0.000960538,-0.001007133,pig
40126_P0074,0.000375308,-0.000709266,pig
40149_P0116,0.001257127,-0.000544857,pig
40150_P0117,0.000965659,-0.002375945,pig
40152_P0122,-0.000729454,-0.00246458,pig
40153_P0123,0.000772943,-0.003093748,pig
40154_P0125,0.000834108,-0.003574783,pig
40155_P0128,-0.001874497,-0.002151793,pig
40158_P0133,0.001284058,-0.000954201,pig
40381_ARI2998,0.001757864,0.000398622,human stool
40390_ARI3060,-0.000696192,-0.000934114,human stool
40392_ARI3065,-0.001790639,0.000932447,human stool
40396_ARI3073,-0.000696192,-0.000934114,human stool
40470_C0730,-0.000738085,-0.003461814,chicken
40561_P0143,-0.002777955,-0.002517769,pig
40562_P0144,-0.002546967,-0.002414412,pig
40563_P0145,-0.002777955,-0.002517769,pig
40567_P0149,-0.000192006,-0.001146771,pig
40568_P0150,-0.00310757,-0.005079228,pig
40569_P0151,0.000867028,-0.002551463,pig
40570_P0152,-6.40E-05,-0.001448616,pig
40571_P0153,-0.002725739,-0.000704492,pig
40574_P0156,0.000215491,-0.001336145,pig
40579_P0161,-0.002107391,-0.002464034,pig
40625_ARI3001,0.000711832,0.000979829,human stool
40636_ARI3014,0.000834113,0.000906686,human stool
40662_ARI3045,0.00416936,-0.000392892,human stool
40676_ARI3059,-0.000696192,-0.000934114,human stool
40677_ARI3062,0.001078265,0.001019716,human stool
40688_ARI3086,-0.000467564,-0.000477936,human stool
40693_ARI3093,0.001102721,-0.002436594,human stool
40707_ARI3122,-0.001098773,1.26E-05,human stool
40722_ARI3134,0.001303104,0.000201422,human stool
40726_ARI3138,-0.001113252,-0.000506635,human stool
40729_ARI3141,-0.000467564,-0.000477936,human stool
40734_ARI3146,-0.001075653,0.000100089,human stool
40737_ARI3149,0.000728937,0.001042195,human stool
40745_ARI3157,-0.000271355,0.000740674,human stool
40754_ARI3166,0.000675153,0.000819182,human stool
40782_ARI3194,0.000750478,0.001112289,human stool
40814_ARI3226,-0.069381552,-0.012819234,human stool
40825_ARI3238,-0.000116055,-0.002051157,human stool
40826_ARI3239,0.001056212,0.000903199,human stool
40833_ARI3246,-0.001737528,5.71E-05,human stool
40835_ARI3248,0.00094034,0.00061713,human stool
40857_ARI3272,0.00094034,0.00061713,human stool
40859_ARI3274,0.000706359,0.000929211,human stool
40868_ARI3283,-0.001748959,5.19E-05,human stool
40871_ARI3286,0.001105699,0.000920505,human stool
40878_ARI3293,0.000576804,0.000818107,human stool
40892_ARI3307,0.002254197,0.000341908,human stool
40903_ARI3319,0.001724599,0.0005562,human stool
40906_ARI3322,-0.000239673,-0.000349145,human stool
41033_C0855,0.004973048,-0.000531436,chicken
41036_C0860,0.000712857,0.000900794,chicken
41110_C0942,0.000464805,0.000462841,chicken
41120_C0952,-0.00197092,-0.001986129,chicken
41138_P0165,-0.0003958,-0.000541688,pig
41155_P0184,-0.001748304,-0.001801774,pig
41160_P0189,-0.00193405,-0.002374083,pig
41164_P0193,0.000118836,-0.003966917,pig
41165_P0194,3.62E-05,-0.001312628,pig
41167_P0198,-0.001614849,-0.005316758,pig
41168_P0199,-0.001896007,-0.001796039,pig
41274_ARI3327,0.001586803,-0.000190157,human stool
41280_ARI3334,-0.002169458,-0.004395902,human stool
41287_ARI3343,0.000604033,0.000966979,human stool
41290_ARI3347,0.000735195,0.000956025,human stool
41299_ARI3356,-0.000451644,-0.000353165,human stool
41314_ARI3371,-0.001335686,0.00081394,human stool
41321_ARI3378,0.000675335,0.000940614,human stool
41333_ARI3390,0.000770605,0.000962723,human stool
41339_ARI3396,-0.001370852,4.09E-05,human stool
41343_ARI3400,0.000797013,0.001044102,human stool
41356_ARI3414,0.000480792,0.001289627,human stool
41365_ARI3423,0.00133134,0.000985525,human stool
41371_ARI3429,0.000719578,0.001009034,human stool
41384_ARI3445,-0.001370868,4.09E-05,human stool
41391_ARI3454,0.000331963,-0.00046108,human stool
41393_ARI3456,0.001708521,0.000348151,human stool
41400_ARI3468,-0.000415239,0.000446808,human stool
41405_ARI3474,0.000197362,0.000481455,human stool
41415_ARI3489,-3.05E-05,-0.000230962,human stool
41418_ARI3492,0.000923185,0.000927601,human stool
41437_ARI3515,0.001148705,-0.000538509,human stool
41451_ARI3530,0.001118502,0.00074538,human stool
41454_ARI3533,-0.001070276,0.000588218,human stool
41456_ARI3535,-0.001882825,8.51E-05,human stool
41458_ARI3537,-0.001070276,0.000588218,human stool
41477_ARI3559,0.001414787,0.000340994,human stool
41480_ARI3562,0.000949751,-0.001183888,human stool
41492_ARI3575,-0.000386557,-0.000476397,human stool
41513_ARI3597,-0.000978841,-7.12E-05,human stool
41630_C0992,-0.001211426,0.022630916,chicken
41631_C0993,0.000864454,-0.002361918,chicken
41632_C0994,0.000822871,-0.002328964,chicken
41634_C0996,0.000984368,-0.002466942,chicken
41645_C1012,0.000691769,0.001007418,chicken
41674_C1048,-0.001751654,4.02E-05,chicken
41691_C1068,0.00018263,-3.26E-05,chicken
41761_C1169,0.002093533,0.000143219,chicken
41767_P0206,-0.001999639,-0.002405101,pig
41770_P0210,-0.002524046,-0.004036075,pig
41773_P0215,-0.002612653,-0.00335854,pig
41778_P0220,-0.001294502,-0.001304908,pig
41785_P0235,-0.000529969,-0.002326927,pig
41786_P0237,0.000169345,-0.003539401,pig
41790_P0244,0.000939454,-0.000709114,pig
41791_P0245,-0.00086024,-0.001615431,pig
41792_P0246,0.000719282,-0.001570348,pig
41793_P0248,-0.000387001,-0.001073619,pig
41794_P0250,-0.000604579,-0.002361095,pig
41796_P0252,-6.29E-05,-0.003360967,pig
41797_P0253,0.00115033,-0.00316566,pig
41798_P0260,-0.000265625,-0.001358921,pig
41799_P0261,0.002583808,-0.003128581,pig
41873_ARI3441,-0.002189919,0.000349301,human stool
41898_ARI3609,-0.000773552,-0.000497761,human stool
41899_ARI3610,0.001262895,0.000450011,human stool
41925_ARI3638,0.000577162,0.000899081,human stool
41930_ARI3643,-0.00075792,0.002111712,human stool
41932_ARI3645,9.47E-05,-0.000428196,human stool
41933_ARI3646,0.004279384,-0.000395349,human stool
41935_ARI3648,0.002347899,0.000942274,human stool
41937_ARI3650,0.000525804,0.000917736,human stool
41948_ARI3661,0.000577162,0.000899081,human stool
41951_ARI3664,9.31E-05,-0.003090927,human stool
41953_ARI3666,0.00104684,0.001030393,human stool
41960_ARI3673,0.000767204,0.000848436,human stool
41968_ARI3681,0.000767204,0.000848436,human stool
41970_ARI3683,0.000737832,0.00100499,human stool
41976_ARI3689,0.002500814,0.000159398,human stool
41984_ARI3697,-0.001593562,0.000372972,human stool
41997_ARI3710,-0.001751385,6.47E-05,human stool
41998_ARI3711,0.00062143,0.000900926,human stool
41999_ARI3712,-0.002132139,0.000162191,human stool
42003_ARI3716,-0.001379315,-0.000193099,human stool
42093_ARI3809,0.00040077,-0.002164151,human stool
42100_ARI3816,-0.000239538,-0.000349095,human stool
42113_ARI3829,-0.001550857,1.18E-05,human stool
42123_ARI3839,0.00050813,0.000484647,human stool
42148_ARI3865,0.000299403,-0.000303667,human stool
42333_C1407,-0.00168973,-4.59E-06,chicken
42479_P0266,0.00232988,-0.001494891,pig
42480_P0270,0.001660521,-0.002614375,pig
42481_P0272,-0.000762651,-0.003878627,pig
42482_P0273,0.001362774,-0.002977788,pig
42483_P0278,-0.001444414,-0.005810154,pig
42484_P0279,-0.001717251,-0.00272208,pig
42485_P0283,-0.001318856,-0.00273868,pig
42486_P0284,-0.001649646,-0.002148878,pig
42487_P0286,-0.001805102,-0.005155686,pig
42488_P0288,-0.00175571,-0.002719224,pig
42489_P0289,-0.001900495,-0.002153431,pig
42490_P0290,-0.001780601,-0.001784776,pig
42492_P0292,0.002093253,-0.001129621,pig
42494_P0294,0.000462858,-0.000908013,pig
42495_P0295,-0.001388305,-0.004640986,pig
42496_P0296,0.000462858,-0.000908013,pig
42497_P0297,-0.001651014,-0.001974682,pig
42498_P0298,0.000259053,-0.001376741,pig
42499_P0299,0.001350298,-0.001990472,pig
42500_P0302,-0.003059887,-0.004792042,pig
42501_P0303,-0.003080834,-0.004755177,pig
42502_P0304,-0.000173988,-0.002085152,pig
42503_P0305,0.000239685,-0.002496763,pig
42504_P0306,-0.000352656,-0.001117388,pig
42505_P0307,3.97E-05,4.68E-05,pig
42506_P0308,-0.00338467,-0.004153261,pig
42507_P0309,-0.003577769,-0.004293432,pig
42508_P0312,-0.002210844,-0.002751094,pig
42509_P0313,-0.000161801,-0.000894705,pig
42510_P0314,0.002383287,-0.001355775,pig
42511_P0315,0.001470586,-0.004669774,pig
42512_P0316,0.000603726,-0.004307078,pig
42513_P0318,0.000164903,-0.001171402,pig
42514_P0319,-0.00035036,-0.002850022,pig
42515_P0321,-0.002177325,-0.002498534,pig
42516_P0322,-0.001186583,-0.002464645,pig
42517_P0325,-0.001803538,-0.005135164,pig
42518_P0326,-0.000683584,-0.002547405,pig
42519_P0334,-3.79E-05,-0.00366273,pig
42520_P0335,-0.001803538,-0.005135164,pig
42521_P0339,-0.001401117,-0.000529768,pig
42522_P0340,-0.001189701,-0.002320081,pig
42523_P0341,0.000452861,-0.001262492,pig
42524_P0342,-0.000732836,-0.001857712,pig
42525_P0343,-0.000811779,-0.001616554,pig
42526_P0344,0.000324229,-0.00244801,pig
42527_P0345,-0.001274823,-0.00228264,pig
42528_P0346,-4.37E-05,-0.004054039,pig
42529_P0349,0.000612235,-0.000808784,pig
42559_ARI1424,0.00016892,-0.000958635,human stool
42564_ARI1429,0.000948987,0.000816363,human stool
42566_ARI1432,0.000887656,0.000451064,human stool
42611_ARI1483,0.000876101,0.000775266,human stool
42625_C0349,0.001053743,0.000461401,chicken
42674_ARI0926,-0.000134187,-0.001598905,human stool
42688_ARI0940,-0.001663285,-3.14E-05,human stool
42689_ARI0942,0.001372481,-0.002898676,human stool
42708_ARI0962,-0.001663285,-3.14E-05,human stool
42716_ARI0972,0.000350274,-0.002428252,human stool
42720_ARI0978,-0.001093618,7.48E-05,human stool
42756_ARI1018,-0.001589069,-2.39E-05,human stool
42757_ARI1019,-0.073134697,0.004754449,human stool
42789_ARI1053,-0.00060521,-0.000936266,human stool
42807_ARI1073,0.000770387,0.000975697,human stool
42816_ARI1086,0.000942917,0.000748386,human stool
42817_ARI1087,-0.001042113,-0.002461554,human stool
43047_ARI1231,0.000929922,0.000757821,human stool
43060_ARI1244,-0.000470813,-0.000578124,human stool
43077_ARI1262,-0.000704435,0.002128088,human stool
43088_ARI1273,0.001783924,0.000564606,human stool
43098_ARI1285,-0.000345138,-0.002078688,human stool
43099_ARI1286,0.00100045,0.000868275,human stool
43103_ARI1290,0.000692342,0.001011063,human stool
43161_ARI1349,0.001238683,0.000874152,human stool
43171_ARI1359,0.000696432,0.0009684,human stool
43185_ARI1375,-0.000565407,0.000586512,human stool
43196_ARI1387,0.001602857,0.00116475,human stool
43198_ARI1390,0.000855531,0.001019579,human stool
43200_ARI1392,0.000678137,0.001026196,human stool
43216_ARI1409,0.000855531,0.001019579,human stool
43217_ARI1410,-0.001748974,5.18E-05,human stool
43220_ARI1413,0.001053743,0.000461401,human stool
43232_ARI0806,0.00057813,0.001013463,human stool
43244_ARI0818,0.000742836,0.001036522,human stool
43266_ARI0841,0.000569449,0.001041189,human stool
43280_ARI0856,0.001162973,-0.002281588,human stool
43314_ARI0893,0.001013233,0.000738764,human stool
43315_ARI0894,-0.001663285,-3.14E-05,human stool
43322_C0241,0.000298887,-0.000102751,chicken
43324_C0244,0.000725785,0.000999566,chicken
43328_C0249,0.004225688,-0.000149816,chicken
43332_C0253,0.002969078,-0.00017982,chicken
43335_C0256,0.004023155,-0.000270392,chicken
43345_C0267,0.000812558,-0.000113248,chicken
43349_C0271,-0.000115737,3.30E-05,chicken
43351_C0273,0.002608426,-0.000996961,chicken
43355_C0277,-0.000732207,-0.00097344,chicken
43358_C0280,0.000785077,0.001161465,chicken
43387_C0309,0.003498844,-0.000402511,chicken
43388_C0310,0.003530522,-0.000410053,chicken
43402_C0324,0.000914109,-0.000189615,chicken
43408_C0330,0.000914109,-0.000189615,chicken
43411_C0335,-0.000442411,-0.001171593,chicken
43415_C0339,-0.001793227,0.000399618,chicken
43595_NWC6,0.000341271,0.000928548,human stool
43610_OXC10006,-0.001622211,6.36E-05,human stool
43623_NWC27,-0.000159272,0.001570108,human stool
43624_NWC18,0.000868883,0.000591434,human stool
43625_OXC10015,0.001437975,0.000632655,human stool
43633_NWC52,0.001280036,0.000926245,human stool
43635_NWC51,0.001107172,0.000655201,human stool
43636_NWC43,0.001886688,-0.002848046,human stool
43641_NWC33,0.001020291,-0.000660502,human stool
43646_NWC57,0.000181627,-0.000126667,human stool
43651_NWC54,0.000795357,0.001031868,human stool
43665_OXC10017,0.001804366,0.000587633,human stool
43671_OXC10021,0.000525807,0.000869761,human stool
43674_OXC10028,-0.000330156,0.019870479,human stool
43679_OXC10027,5.74E-05,-0.000497177,human stool
43696_NWC85,0.000689537,0.001034629,human stool
43702_OXC10037,0.000791206,0.000962628,human stool
43710_NWC77,0.001412862,0.000803542,human stool
43719_NWC119,-0.001553673,0.00016203,human stool
43727_NWC115,0.00052611,0.00096256,human stool
43750_NWC104,0.001141288,0.01582875,human stool
43767_OXC10068,0.000683651,-0.000592133,human stool
43772_OXC10074,-0.001287956,-0.002164912,human stool
43780_OXC10079,0.00252601,-0.000594096,human stool
43786_ACP827,-0.000389579,0.000467764,chicken
43800_ACP835,0.021299701,-0.012926623,chicken
43801_OXC10076,0.001639688,-0.000744057,human stool
43803_NWC158,8.97E-05,-0.000316473,human stool
43815_NWC152,0.001268469,0.000513492,human stool
43822_NWC91,-0.002132139,0.000162191,human stool
43831_NWC88,0.000741247,0.001031738,human stool
43835_NWC100,0.001797733,0.000380786,human stool
43868_NWC190,-0.001293821,0.000638596,human stool
43872_ACP831,0.000362193,-0.000557702,chicken
43874_NWC163,-0.00081391,0.000379855,human stool
43882_OXC10110,-0.000820745,0.001982882,human stool
43892_ACP832,0.001357811,0.000624901,chicken
43946_FS101087_LDI12902,-0.001488649,0.021649408,chicken
44093_FS101087_LDI13606,-0.000740181,0.022114357,chicken
44094_FS101087_LDI13607,-0.001876139,0.00041684,chicken
44095_FS101087_LDI13608,-0.000740181,0.022114357,chicken
44096_FS101087_LDI13609,-0.001154002,0.021775233,chicken
44097_FS101087_LDI13610,0.003089967,-0.000964811,chicken
44098_FS101087_LDI13611,0.00212536,0.000120892,chicken
44099_FS101087_LDI13612,0.00330892,-0.001633847,chicken
44100_FS101087_LDI13613,0.003248954,-0.001758976,chicken
44101_FS101087_LDI13614,0.00057393,-0.000729212,chicken
44102_FS101087_LDI13615,-0.000740177,0.022113937,chicken
44103_FS101087_LDI13616,0.003285686,-0.001617648,chicken
44104_FS101087_LDI13617,0.003277086,-0.001592329,chicken
44105_FS101087_LDI13618,-0.001050161,0.021826019,chicken
44106_FS101087_LDI13619,2.40E-07,0.000896283,chicken
44107_FS101087_LDI13620,0.003307249,-0.001626845,chicken
44108_FS101087_LDI13621,0.003260868,-0.001587525,chicken
44109_FS101087_LDI13622,0.00327327,-0.001497598,chicken
44110_FS101087_LDI13623,0.003242792,-0.001573125,chicken
44111_FS101087_LDI13624,0.003257521,-0.001595058,chicken
44112_FS101087_LDI13625,0.003277654,-0.001600612,chicken
44113_FS101087_LDI13626,0.003257571,-0.001597133,chicken
44114_FS101087_LDI13627,0.00330892,-0.001633847,chicken
44115_FS101087_LDI13628,0.003245509,-0.001576036,chicken
44116_FS101087_LDI13629,0.003192373,-0.00170783,chicken
44117_FS101087_LDI13630,-0.001127282,0.021774187,chicken
44118_FS101087_LDI13631,0.001798859,-0.000110167,chicken
44119_FS101087_LDI13632,0.003198955,-0.001696565,chicken
44120_FS101087_LDI13633,0.003265403,-0.001607326,chicken
44121_FS101087_LDI13634,0.003257463,-0.001594615,chicken
44122_FS101087_LDI13635,0.003278894,-0.001598541,chicken
44123_FS101087_LDI14925,0.00041186,-0.000659141,chicken
44142_FS101087_LDI14944,0.002810828,-0.001846901,chicken
44143_FS101087_LDI14945,-0.010540239,0.002511857,chicken
44144_FS101087_LDI14946,0.000828384,-0.000155911,chicken
44145_FS101087_LDI14947,0.001036009,-0.000568824,chicken
44146_FS101087_LDI14948,0.001217253,-0.000625756,chicken
44173_FS101087_LDI6741,-0.001642241,-0.001883091,human stool
44174_FS101087_LDI6742,0.004305737,-0.000156511,chicken
44182_FS101087_LDI6750,-0.001931542,-0.000194553,human stool
44185_FS101087_LDI6753,-0.000447413,-0.000293121,chicken
44189_FS101087_LDI6757,-0.00063963,-0.001677887,pig
44196_FS101087_LDI6765,0.000196005,-0.00290075,human stool
44200_FS101087_LDI6769,-0.001223943,0.000932682,chicken
44201_FS101087_LDI6770,-3.86E-06,-0.000426933,pig
44204_FS101087_LDI6773,0.001031826,-0.000554685,pig
44205_FS101087_LDI6774,-0.000266793,-1.19E-05,chicken
44215_FS101087_LDI6785,0.003432723,-0.001348075,pig
44219_FS101087_LDI6789,0.000261257,-0.00067639,human stool
44220_FS101087_LDI6790,0.001780122,-0.001108305,chicken
44223_FS101087_LDI6793,-0.000873813,-0.003573228,pig
44231_FS101087_LDI6801,-0.00101984,0.000322927,chicken
44243_FS101087_LDI6813,0.001363839,0.000377233,human stool
44250_FS101087_LDI6825,-0.001225316,-6.41E-05,chicken
44307_FS101087_LDI9165,-0.000151073,0.00023415,chicken
44309_FS101087_LDI9167,-0.000217497,-2.56E-05,chicken
44315_FS101087_LDI9173,-0.001114175,-8.64E-05,chicken
44316_FS101087_LDI9174,-0.000616081,-0.000218709,chicken
44317_FS101087_LDI9175,0.002575855,-0.001697818,chicken
44318_FS101087_LDI9176,0.002572514,-0.001717017,chicken
44319_FS101087_LDI9177,0.001491681,-0.001183431,chicken
44320_FS101087_LDI9178,0.001555968,-0.001367636,chicken
44321_FS101087_LDI9179,-0.000150992,0.000233631,chicken
44324_FS101087_LDI9182,0.000165126,-0.002876516,human stool
44333_FS101087_LDI9192,-0.002557206,-0.004472741,human stool
44364_FS101087_LDI9883,-0.000444485,-0.004296202,pig
44371_FS101087_LDI9890,0.000917198,-0.002813398,pig
46300_APHAP1,0.000757323,-0.000434334,chicken
47305_NWC214,0.001247738,-0.001098034,human stool
47306_OXC10117,-0.000537342,0.002223208,human stool
47312_OXC10122,-0.001177761,0.000166909,human stool
47313_NWC205,0.002451026,0.000424863,human stool
47315_OXC10116,0.003925826,-0.00043309,human stool
47319_NWC210,-0.000137332,0.00117228,human stool
47338_APHAP3,-0.001563661,8.41E-05,chicken
47339_NWC228,0.001591502,-0.00057869,human stool
47358_APHAP6,0.004518304,-0.000608634,chicken
47364_N20402,0.000115777,-0.00150119,chicken
47376_N39665,0.00085283,-0.00143548,chicken
47377_N39671,0.000675816,-0.001582338,chicken
47378_N39677,0.000848559,-0.00148679,chicken
47379_N40944,0.001215366,-0.001296534,chicken
47380_N40946,-0.000841883,-0.000103319,chicken
47381_N41652,0.001583232,-0.000489056,chicken
47382_N41661,0.000824868,-0.000942529,chicken
47384_N43850,-0.000599218,0.019406871,chicken
47385_N44396F,0.000859169,-0.001720533,chicken
47386_N44721,0.001460889,0.000676992,chicken
47387_N44984F,0.000255044,-0.000925345,chicken
47388_N45963,0.000313215,-0.000600047,chicken
47389_N46876,0.001375589,0.000573716,chicken
47390_N47608F,0.000278282,-0.000609483,chicken
47391_N47960,0.000751043,-0.00084097,chicken
47392_N48647F,0.000911404,-0.001637338,chicken
47393_N49243,0.001881785,-0.000802956,chicken
47394_N49244,-0.000870352,-9.17E-05,chicken
47395_N49249,0.001105138,-0.000562816,chicken
47396_N49369F,-1.12E-05,-0.000913384,chicken
47397_N51183F,0.000586038,-0.001030473,chicken
47399_N51619,0.001737575,-0.000632906,chicken
47401_N51712,0.000633783,-0.001487582,chicken
47402_N51987,0.00043623,-0.001370679,chicken
47405_N6388,0.002881928,-0.001241182,chicken
47406_N7454,0.00159198,-0.000451409,chicken
47407_N13165,0.00088799,-0.001338251,chicken
47421_N51201F,0.000296103,-0.000941352,chicken
47425_N9077,0.003085342,0.000997288,chicken
47426_N14840,-0.001831147,-0.003462415,pig
47427_N18323,0.002610924,-0.000167001,chicken
47428_N18725,-0.00147787,-0.002544582,chicken
47429_N23392,0.002387575,9.36E-05,chicken
47430_N26699,0.001076785,0.000147475,chicken
47432_N287,-0.000584841,-0.004717565,pig
47433_N3506,0.003742439,-0.001214304,chicken
47434_N3508,0.002226668,-0.000574183,chicken
47435_N4677,0.000195105,0.000664083,chicken
47436_N6401,0.000454099,0.000647058,chicken
47437_N7464,0.000424894,5.87E-06,chicken
47438_N8957,0.000797579,-0.003029865,chicken
47442_N14784,0.001988175,0.000601594,chicken
47444_N1636,0.002569321,0.000470259,chicken
47445_N20320,0.000703654,-0.000104624,chicken
47446_N23169,0.000718556,0.000512759,chicken
47447_N26697,-0.0001929,-0.000296008,chicken
47448_N4517,0.0035137,-0.000911888,chicken
47465_N42205,0.0021343,0.001672059,chicken
47466_N29716,0.000117274,-0.001113722,chicken
47468_APHAP8,0.001710089,-0.000817874,chicken
47477_APHAP17,0.003876576,-0.000230494,chicken
47481_APHAP21,0.000791096,0.001104151,chicken
47489_APHAP27,-0.000120636,-2.64E-05,chicken
47490_APHAP29,-0.000742882,-0.000629387,chicken
47491_APHAP30,0.004003254,-9.20E-05,chicken
47493_APHAP32,0.003155816,-0.001351665,chicken
47498_APHAP37,0.004171036,0.000340746,chicken
47502_APHAP41,-0.000465821,0.000620173,chicken
47503_APHAP42,-0.000616954,0.000653896,chicken
47513_APHAP46,0.003480071,-1.08E-05,chicken
47522_APHAP56,0.004061953,0.000712649,chicken
47525_APHAP60,0.002277891,-0.001784514,chicken
47526_APHAP64,0.001196021,-0.00188327,chicken
47535_APHAP73,0.004064772,-0.002297265,chicken
47541_APHAP79,0.004484142,0.000351466,chicken
47542_APHAP80,0.003201992,-0.000447286,chicken
47544_APHAP82,-0.000806656,-0.00067241,chicken
47546_APHAP84,0.004069217,3.29E-05,chicken
47547_APHAP85,0.003825984,-0.000227783,chicken
47548_APHAP86,-0.000176996,-0.001214111,chicken
47555_N5441,0.003693537,0.001118779,chicken
47557_N462,0.000724396,0.000549915,chicken
47559_N9093,0.000740693,0.000557524,chicken
47560_N46596F,0.001650192,-0.001723789,chicken
47561_N50039F,0.00067141,-0.001395423,chicken
47565_APHAP91,-0.000920393,-9.77E-05,chicken
47570_APHAP96,0.003798912,0.000609071,chicken
47571_APHAP97,0.003535806,-3.92E-05,chicken
47575_APHAP102,0.003552638,3.46E-05,chicken
47579_APHAP107,0.003271741,-0.001526933,chicken
47580_APHAP108,0.004319194,0.000543918,chicken
47584_APHAP112,0.000854011,0.001042067,chicken
47586_APHAP114,0.005472549,-0.001087786,chicken
47592_APHAP120,0.001035875,0.000329377,chicken
47598_APHAP126,0.004260073,6.20E-05,chicken
47599_APHAP127,0.004165575,-0.000385219,chicken
47604_APHAP132,0.004825511,-0.000633681,chicken
47610_APHAP138,0.004702546,-0.000350329,chicken
47611_APHAP139,-0.000683135,0.000887785,chicken
47613_APHAP141,0.000662214,0.000973936,chicken
47615_APHAP143,0.001143151,-0.001123051,chicken
47619_APHAP147,-0.001429291,-5.61E-05,chicken
47621_APHAP149,0.001606621,-0.00045785,chicken
47622_APHAP150,-0.000141541,0.000938799,chicken
47629_APHAP157,0.004329888,6.65E-05,chicken
47638_APHAP166,0.004854243,-0.000455435,chicken
47642_APHAP170,-0.000950017,0.000819003,chicken
47644_APHAP172,0.002009833,-0.002374034,chicken
47647_APHAP175,0.000653126,-0.000471997,chicken
47648_APHAP176,0.001604487,-0.002558494,chicken
47650_APHAP178,0.000472041,-0.00095223,chicken
47653_ACP601,0.000745158,-0.000340368,chicken
47657_ACP520,-0.000174281,-0.001199244,chicken
47661_ACP528,0.001084605,0.001037793,chicken
47669_ACP590,0.000583187,0.000985595,chicken
47672_ACP631,0.000756256,0.001062982,chicken
47677_ACP1038,0.000563092,-0.00030199,chicken
47678_ACP1040,0.003918638,-0.000427644,chicken
47683_ACP790,0.003340343,-0.000663214,chicken
47686_ACP798,0.004342194,-0.000585042,chicken
47687_ACP571,-0.00169258,-0.00022272,chicken
47714_NWC255,0.000733363,0.000849959,human stool
47732_ACP837,0.003738141,-0.000279812,chicken
47793_NWC277,0.000589466,-0.001585143,human stool
47810_ACP745,0.002527322,-0.000658068,chicken
47812_ACP106,0.004145449,-0.000120834,chicken
47816_ACP130,0.000370582,0.000292496,chicken
47821_ACP159,-0.001051627,-0.000886636,chicken
47827_ACP1226,0.004736846,-0.000668854,chicken
47830_ACP176,0.005880918,0.000343634,chicken
47833_ACP589,0.001383461,-0.001808428,chicken
47838_ACP756,0.003357932,-0.000215118,chicken
47840_ACP1049,-0.000363627,-0.001087169,chicken
47848_ACP431,0.00397047,0.000226708,chicken
47849_ACP1087,0.000985399,0.000879182,chicken
47850_ACP1088,-0.000466146,0.000121489,chicken
47852_ACP614,0.004256762,3.07E-06,chicken
47859_ACP475,-0.001733736,0.000197855,chicken
47862_ACP1155,0.004009654,5.54E-05,chicken
47864_OXC10190,0.000701463,0.000986558,human stool
47865_ACP1157,0.003856746,0.000248997,chicken
47866_OXC10188,0.003925965,-0.000433091,human stool
47867_ACP841,0.003746304,-0.002170097,chicken
47875_ACP1172,0.000323945,0.000585008,chicken
47882_NWC318,0.000861821,0.000759721,human stool
47883_ACP828,0.003924137,7.61E-05,chicken
47904_NWC334,0.001426169,-0.00037062,human stool
47906_OXC10203,0.001308146,0.000473828,human stool
47909_NWC327,0.000757708,0.000796599,human stool
47912_NWC322,0.000179982,-0.000429901,human stool
47913_ACP540,0.003755212,-0.000177131,chicken
47928_ACP658,-0.001068995,-0.000566489,chicken
47930_OXC10209,-0.001388321,-0.000207089,human stool
47945_ACP389,0.00440244,-0.000629301,chicken
47949_ACP1252,0.000499319,0.000463106,chicken
47950_ACP1255,0.003870253,0.000697256,chicken
47951_ACP234,0.001844681,-0.002440889,chicken
47954_ACP326,0.000472282,0.000978753,chicken
47963_ACP907,-0.00078759,8.89E-05,chicken
47965_OXC10210,0.000712097,0.000728052,human stool
47970_NWC338,-0.000239491,-0.000349307,human stool
47973_ACP555,0.004232006,-0.000136465,chicken
47977_ACP110,0.004438743,0.000206097,chicken
47978_ACP112,0.005087199,0.000137033,chicken
47981_ACP131,0.000491743,-0.000510503,chicken
48272_ARI3923,0.000736648,0.00110518,human stool
48273_ARI4137,0.001520686,0.000665268,human stool
48276_ARI4140,0.000619995,0.001019968,human stool
48366_ARI3981,-0.001663285,-3.14E-05,human stool
48371_ARI3994,0.000725632,0.000853883,human stool
